program_name|program_slug|course_name|course_number|course_rubric|requirement|component
Health, B.S.|health-b-s| HLT Behavior Theory & Practice|3301|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Health Promotion and Disease Prevention|3381|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Measrmnt Techniqs-Hlt|4307|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Program Planning for the Health Professions|4310|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Field Wrk in Com Hlth|4392|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Emrgency Care&First Aid|2310|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Health of Elem Sch Child|3303|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Adol Health Issues|3304|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Environmental Health|3306|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Asian American Health Issues|3330|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Culture and Health|3380|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Health Aspects of Human Sexuality|4302|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| The Obesity Epidemic|4303|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Women's Health Issues|4306|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Understanding Cancer|4308|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Health Disparities|4309|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Found of Epi in Public Health|4317|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Administration of Health Services|4320|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Field Wrk in Com Hlth|4393|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Selected Topics in Health|4397|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
History, B.A.|history-b-a| The U S To 1877|1377|HIST|Requirements|Additional Requirements
History, B.A.|history-b-a| The U S Since 1877|1378|HIST|Requirements|Additional Requirements
History, B.A.|history-b-a| Western Civilization to 1450|2351|HIST|Requirements|Additional Requirements
History, B.A.|history-b-a| The Study of Early Civilizations|2361|HIST|Requirements|Additional Requirements
History, B.A.|history-b-a| World Civilizations to 1500|3379|HIST|Requirements|Additional Requirements
History, B.A.|history-b-a| Western Civilization From 1450|2353|HIST|Requirements|Additional Requirements
History, B.A.|history-b-a| Modern Civilizations|2363|HIST|Requirements|Additional Requirements
History, B.A.|history-b-a| World Civilization Since 1500|3380|HIST|Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Global Economic Concepts|2301|ECON|Social/Behavioral Sciences|Core Curriculum Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Microeconomic Principles|2304|ECON|Social/Behavioral Sciences|Core Curriculum Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Macroeconomic Principles|2305|ECON|Social/Behavioral Sciences|Core Curriculum Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Hospitality Industry Law|3358|HRMA|Writing in the Disciplines|Core Curriculum Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Introduction to Probability and Statistics|2311|MATH|Statistics|HRM Directed General Education
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Introduction to Psychological Statistics|3301|PSYC|Statistics|HRM Directed General Education
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Applied Technical Statistics|3360|TMTH|Statistics|HRM Directed General Education
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Fundamentals of Public Speaking|1332|COMM|Speech|HRM Directed General Education
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Business and Professional Communication|3356|COMM|Speech|HRM Directed General Education
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Hospitality Technology|1301|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Facilities Management|1335|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Introduction to the Hospitality Industry|1337|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Safety and Sanitation in the Hospital Industry|1345|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Lodging Management|1367|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Food Service Production and Operations I|1422|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Hospitality Practicum I|2160|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Food Service Production and Operations II|2220|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Systems of Accounts in the Hospitality Industry|2340|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Managing in the Service Environment|2350|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Hospitality Practicum II|3160|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Hospitality Managerial Accounting|3341|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Hospitality Cost Controls|3343|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Principles of Hospitality Revenue Management|3348|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Human Resource Management|3352|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Hospitality Industry Law|3358|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Hospitality Marketing|3361|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Financial Administration for the Hospitality Industry|4343|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Leadership in the Hospitality Industry|4353|HRMA|Hotel and Restaurant Management Course Requirements|Additional Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Advanced Food and Beverage Management|4323|HRMA|Capstone|Hotel and Restaurant Management Course Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Advanced Hospitality Operations Management|4354|HRMA|Capstone|Hotel and Restaurant Management Course Requirements
Hotel and Restaurant Management, B.S.|hotel-and-restaurant-management-b-s| Advanced Lodging Management|4367|HRMA|Capstone|Hotel and Restaurant Management Course Requirements
Human Development and Family Studies with EC-6 Generalist Certification, B.S.|human-development-and-family-studies-with-ec-6-generalist-certification-b-s| First Year Writing I|1303|ENGL|Fall Semester|First Year
Human Development and Family Studies with EC-6 Generalist Certification, B.S.|human-development-and-family-studies-with-ec-6-generalist-certification-b-s| Elementary Mathematical Modeling|1311|MATH|Fall Semester|First Year
Human Development and Family Studies with EC-6 Generalist Certification, B.S.|human-development-and-family-studies-with-ec-6-generalist-certification-b-s| The U S To 1877|1377|HIST|Fall Semester|First Year
Human Development and Family Studies with EC-6 Generalist Certification, B.S.|human-development-and-family-studies-with-ec-6-generalist-certification-b-s| Foundations of Chemistry|1301|CHEM|Fall Semester|First Year
Human Development and Family Studies with EC-6 Generalist Certification, B.S.|human-development-and-family-studies-with-ec-6-generalist-certification-b-s| Development of Self-Regulated Learning|1311|HDFS|Fall Semester|First Year
Human Development and Family Studies with EC-6 Generalist Certification, B.S.|human-development-and-family-studies-with-ec-6-generalist-certification-b-s| Research Methods in Human Development & Family Studies|2320|HDFS|Fall Semester|First Year
Human Development and Family Studies with EC-6 Generalist Certification, B.S.|human-development-and-family-studies-with-ec-6-generalist-certification-b-s| First Year Writing II|1304|ENGL|Spring Semester|First Year
Human Development and Family Studies with EC-6 Generalist Certification, B.S.|human-development-and-family-studies-with-ec-6-generalist-certification-b-s| Introduction to Mathematical Reasoning|1312|MATH|Spring Semester|First Year
Human Development and Family Studies with EC-6 Generalist Certification, B.S.|human-development-and-family-studies-with-ec-6-generalist-certification-b-s| The U S Since 1877|1378|HIST|Spring Semester|First Year
Human Development and Family Studies with EC-6 Generalist Certification, B.S.|human-development-and-family-studies-with-ec-6-generalist-certification-b-s| General Biology 1|1310|BIOL|Spring Semester|First Year
Human Development and Family Studies with EC-6 Generalist Certification, B.S.|human-development-and-family-studies-with-ec-6-generalist-certification-b-s| Development of Contemporary Families|1300|HDFS|Spring Semester|First Year
Human Development and Family Studies with EC-6 Generalist Certification, B.S.|human-development-and-family-studies-with-ec-6-generalist-certification-b-s| Introduction to Probability and Statistics|2311|MATH|Fall Semester|Second Year
Human Development and Family Studies with EC-6 Generalist Certification, B.S.|human-development-and-family-studies-with-ec-6-generalist-certification-b-s| U.S. and Texas Constitution and Politics|1336|POLS|Fall Semester|Second Year
Human Development and Family Studies with EC-6 Generalist Certification, B.S.|human-development-and-family-studies-with-ec-6-generalist-certification-b-s| Child Development|2350|PSYC|Fall Semester|Second Year
Human Development and Family Studies with EC-6 Generalist Certification, B.S.|human-development-and-family-studies-with-ec-6-generalist-certification-b-s| Concepts in Algebra|2303|MATH|Spring Semester|Second Year
Human Development and Family Studies with EC-6 Generalist Certification, B.S.|human-development-and-family-studies-with-ec-6-generalist-certification-b-s| U.S. Government: Congress, President, and Courts|1337|POLS|Spring Semester|Second Year
